,text,labels
2911,Annapurna stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
2912,Hiking around Mount Kilimanjaro is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
2913,We visited the base camp of Mont Blanc.,O O O O O O B-Mountain O
2914,Mount Everest is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
2915,The altitude of Mont Blanc poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
2916,Standing on top of Annapurna feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
2917,Mount Everest is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
2918,Mount Fuji is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
2919,Several expeditions to Mount Everest have been successful this year.,O O O B-Mountain I-Mountain O O O O O
2920,Do you know the history of expeditions to Kangchenjunga?,O O O O O O O O O
2921,Several teams have attempted to climb Manaslu this season.,O O O O O O B-Mountain O O
2922,We are planning an expedition to Denali next year.,O O O O O O B-Mountain O O
2923,The base camp of Manaslu attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
2924,The wildlife near Manaslu is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
2925,"During the summer, we will try to summit Aconcagua.",O O O O O O O O O
2926,I read an article about a recent expedition to Denali.,O O O O O O O O O O
2927,There are multiple routes to the summit of Mount Kilimanjaro.,O O O O O O O O B-Mountain O
2928,"In the winter, climbing Cho Oyu becomes even more challenging.",O O O O B-Mountain I-Mountain O O O O
2929,The ascent of Denali is both mentally and physically demanding.,O O O B-Mountain O O O O O O
2930,Mount Fuji is known for its incredible views.,B-Mountain I-Mountain O O O O O O
2931,The local guides know the best routes to summit K2.,O O O O O O O O O O
2932,Do you know the history of expeditions to K2?,O O O O O O O O O
2933,Standing on top of K2 feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
2934,Lhotse is often attempted by experienced mountaineers.,B-Mountain O O O O O O
2935,Mount Kilimanjaro is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
2936,The altitude of Denali poses a significant challenge.,O O O B-Mountain O O O O
2937,The summit of Annapurna is covered in snow all year round.,O O O B-Mountain O O O O O O O
2938,Scaling Mount Everest is considered a major achievement.,O B-Mountain I-Mountain O O O O O
2939,Many mountaineers attempt to conquer Makalu every year.,O O O O O B-Mountain O O
2940,We are preparing for a climb to Mount Elbrus.,O O O O O O O B-Mountain O
2941,We visited the base camp of Manaslu.,O O O O O O O
2942,Many climbers train for years to attempt Makalu.,O O O O O O O O
2943,Mount Fuji is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
2944,Reaching the summit of Lhotse is a dream for many climbers.,O O O O B-Mountain O O O O O O
2945,Mount Fuji is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
2946,The landscape around Kangchenjunga is truly breathtaking.,O O O B-Mountain O O O
2947,Lhotse is often attempted by experienced mountaineers.,B-Mountain O O O O O O
2948,Mount Fuji is a difficult peak to climb due to its technical demands.,B-Mountain I-Mountain O O O O O O O O O O O
2949,There are multiple routes to the summit of Manaslu.,O O O O O O O O O
2950,Have you ever been to Mount Kilimanjaro?,O O O O O B-Mountain O
2951,Kangchenjunga is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
2952,I plan to climb K2 next summer.,O O O O B-Mountain O O
2953,Reaching the summit of K2 is a dream for many climbers.,O O O O B-Mountain O O O O O O
2954,Makalu is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
2955,Mont Blanc has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
2956,I hope to reach the top of Mount Kilimanjaro one day.,O O O O O O O B-Mountain I-Mountain O O
2957,The base camp of Annapurna attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
2958,The glaciers of Mount Everest are stunning.,O O O B-Mountain I-Mountain O O
2959,Kangchenjunga has always been on my bucket list.,B-Mountain O O O O O O O
2960,Reaching the summit of Manaslu is a dream for many climbers.,O O O O B-Mountain O O O O O O
2961,Have you ever been to Cho Oyu?,O O O O O B-Mountain O
2962,The landscape around Mount Fuji is truly breathtaking.,O O O B-Mountain I-Mountain O O O
2963,I plan to climb Mount Fuji next summer.,O O O O B-Mountain I-Mountain O O
2964,Cho Oyu is a popular destination for adventurous travelers.,B-Mountain I-Mountain O O O O O O O
2965,Standing on top of Mount Everest feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
2966,Do you know the history of expeditions to K2?,O O O O O O O O O
2967,The weather near Makalu can change rapidly.,O O O B-Mountain O O O
2968,Climbers often talk about the challenges of scaling Kangchenjunga.,O O O O O O O O O
2969,I plan to climb Mount Kilimanjaro next summer.,O O O O B-Mountain I-Mountain O O
2970,We visited the base camp of Manaslu.,O O O O O O O
2971,Climbers usually spend weeks acclimatizing before attempting Aconcagua.,O O O O O O O O
2972,The altitude of Annapurna poses a significant challenge.,O O O B-Mountain O O O O
2973,Have you ever been to Mount Fuji?,O O O O O B-Mountain O
2974,The base camp of Lhotse attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
2975,The locals have a rich history of guiding climbers to the top of Mount Fuji.,O O O O O O O O O O O O O B-Mountain O
2976,We are preparing for a climb to Aconcagua.,O O O O O O O O
2977,The ascent of Makalu is both mentally and physically demanding.,O O O B-Mountain O O O O O O
2978,"During the summer, we will try to summit Dhaulagiri.",O O O O O O O O O
2979,The glaciers of Manaslu are stunning.,O O O B-Mountain O O
2980,Manaslu is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
2981,I met a group who had just returned from their climb of Annapurna.,O O O O O O O O O O O O O
2982,Mount Everest has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
2983,The altitude of Annapurna poses a significant challenge.,O O O B-Mountain O O O O
2984,Many climbers train for years to attempt Kangchenjunga.,O O O O O O O O
2985,The summit of Dhaulagiri is covered in snow all year round.,O O O B-Mountain O O O O O O O
2986,The local guides know the best routes to summit Lhotse.,O O O O O O O O O O
2987,Cho Oyu is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
2988,The altitude of K2 poses a significant challenge.,O O O B-Mountain O O O O
2989,Climbers usually spend weeks acclimatizing before attempting Manaslu.,O O O O O O O O
2990,Many mountaineers attempt to conquer Dhaulagiri every year.,O O O O O B-Mountain O O
2991,Have you ever been to Aconcagua?,O O O O O O
2992,There are strict environmental regulations around Annapurna.,O O O O O O O
2993,Mount Elbrus is located in a remote area with harsh conditions.,B-Mountain I-Mountain O O O O O O O O O
2994,Kangchenjunga is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
2995,Makalu is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
2996,The landscape around K2 is truly breathtaking.,O O O B-Mountain O O O
2997,Mount Fuji is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
2998,Standing on top of Manaslu feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
2999,Photographers love capturing the beauty of Mont Blanc.,O O O O O O B-Mountain O
3000,There are multiple routes to the summit of Aconcagua.,O O O O O O O O O
3001,Climbers usually spend weeks acclimatizing before attempting Mount Kilimanjaro.,O O O O O O O B-Mountain O
3002,Climbers usually spend weeks acclimatizing before attempting Dhaulagiri.,O O O O O O O O
3003,"After months of training, I’m finally ready to climb K2.",O O O O O O O O O O
3004,Several expeditions to K2 have been successful this year.,O O O B-Mountain O O O O O
3005,We visited the base camp of Mount Fuji.,O O O O O O B-Mountain O
3006,The wildlife near Manaslu is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3007,Reaching the summit of Mont Blanc is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
3008,Mount Elbrus stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3009,K2 is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3010,The landscape around Mount Everest is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3011,The altitude of Manaslu poses a significant challenge.,O O O B-Mountain O O O O
3012,The altitude of Annapurna poses a significant challenge.,O O O B-Mountain O O O O
3013,Many mountaineers attempt to conquer Mont Blanc every year.,O O O O O B-Mountain I-Mountain O O
3014,Photographers love capturing the beauty of Mount Everest.,O O O O O O B-Mountain O
3015,The ascent of Mount Elbrus is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
3016,The landscape around Mount Fuji is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3017,Reaching the summit of Mount Everest is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
3018,Lhotse is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3019,The glaciers of Manaslu are stunning.,O O O B-Mountain O O
3020,Have you ever been to Lhotse?,O O O O O O
3021,We visited the base camp of Manaslu.,O O O O O O O
3022,Climbers often talk about the challenges of scaling Annapurna.,O O O O O O O O O
3023,The wildlife near Mont Blanc is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3024,Mountaineers often face severe weather conditions on Mount Everest.,O O O O O O O B-Mountain O
3025,The altitude of Makalu poses a significant challenge.,O O O B-Mountain O O O O
3026,The wildlife near Mount Kilimanjaro is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3027,Dhaulagiri is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3028,K2 has always been on my bucket list.,B-Mountain O O O O O O O
3029,Mountaineers often face severe weather conditions on Manaslu.,O O O O O O O O
3030,We are planning an expedition to Annapurna next year.,O O O O O O B-Mountain O O
3031,The altitude of Makalu poses a significant challenge.,O O O B-Mountain O O O O
3032,There are multiple routes to the summit of Annapurna.,O O O O O O O O O
3033,I read an article about a recent expedition to Makalu.,O O O O O O O O O O
3034,Several teams have attempted to climb Aconcagua this season.,O O O O O O B-Mountain O O
3035,We are preparing for a climb to Mont Blanc.,O O O O O O O B-Mountain O
3036,Manaslu is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3037,Standing on top of Mont Blanc feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3038,We are planning an expedition to Aconcagua next year.,O O O O O O B-Mountain O O
3039,"After months of training, I’m finally ready to climb Annapurna.",O O O O O O O O O O
3040,K2 offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
3041,I plan to climb Manaslu next summer.,O O O O B-Mountain O O
3042,I read an article about a recent expedition to Denali.,O O O O O O O O O O
3043,Many mountaineers attempt to conquer Mont Blanc every year.,O O O O O B-Mountain I-Mountain O O
3044,The wildlife near Mount Elbrus is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3045,The weather near Dhaulagiri can change rapidly.,O O O B-Mountain O O O
3046,Mount Elbrus is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3047,Denali stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3048,Several expeditions to Manaslu have been successful this year.,O O O B-Mountain O O O O O
3049,I read an article about a recent expedition to Makalu.,O O O O O O O O O O
3050,Lhotse is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3051,Mount Elbrus is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
3052,Lhotse is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3053,Photographers love capturing the beauty of Annapurna.,O O O O O O O
3054,Kangchenjunga is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3055,I read an article about a recent expedition to K2.,O O O O O O O O O O
3056,The base camp of Denali attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3057,Scaling Cho Oyu is considered a major achievement.,O B-Mountain I-Mountain O O O O O
3058,Denali is known for its incredible views.,B-Mountain O O O O O O
3059,"After months of training, I’m finally ready to climb Mount Everest.",O O O O O O O O O B-Mountain O
3060,Photographers love capturing the beauty of K2.,O O O O O O O
3061,Manaslu is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3062,Do you know the history of expeditions to K2?,O O O O O O O O O
3063,Hiking around Mount Everest is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
3064,Dhaulagiri is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3065,Many mountaineers attempt to conquer Mont Blanc every year.,O O O O O B-Mountain I-Mountain O O
3066,Kangchenjunga is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3067,Denali stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3068,Aconcagua is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3069,The locals have a rich history of guiding climbers to the top of Annapurna.,O O O O O O O O O O O O O O
3070,Mountaineers often face severe weather conditions on Annapurna.,O O O O O O O O
3071,The landscape around Mount Fuji is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3072,Dhaulagiri is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3073,We visited the base camp of Aconcagua.,O O O O O O O
3074,Mount Everest has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
3075,K2 is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3076,Many mountaineers attempt to conquer Aconcagua every year.,O O O O O B-Mountain O O
3077,Many climbers train for years to attempt Mont Blanc.,O O O O O O O B-Mountain O
3078,The wildlife near Mount Fuji is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3079,Several expeditions to Makalu have been successful this year.,O O O B-Mountain O O O O O
3080,Mount Kilimanjaro is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
3081,Manaslu is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3082,The ascent of Kangchenjunga is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3083,Reaching the summit of Mont Blanc is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
3084,"In the winter, climbing Mont Blanc becomes even more challenging.",O O O O B-Mountain I-Mountain O O O O
3085,We visited the base camp of Lhotse.,O O O O O O O
3086,We visited the base camp of Annapurna.,O O O O O O O
3087,Mountaineers often face severe weather conditions on Mount Kilimanjaro.,O O O O O O O B-Mountain O
3088,"During the summer, we will try to summit Manaslu.",O O O O O O O O O
3089,Lhotse is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3090,The locals have a rich history of guiding climbers to the top of Mount Elbrus.,O O O O O O O O O O O O O B-Mountain O
3091,Several teams have attempted to climb Annapurna this season.,O O O O O O B-Mountain O O
3092,"After months of training, I’m finally ready to climb Aconcagua.",O O O O O O O O O O
3093,"In the winter, climbing Aconcagua becomes even more challenging.",O O O O B-Mountain O O O O
3094,The locals have a rich history of guiding climbers to the top of Cho Oyu.,O O O O O O O O O O O O O B-Mountain O
3095,The weather near Kangchenjunga can change rapidly.,O O O B-Mountain O O O
3096,We are preparing for a climb to Aconcagua.,O O O O O O O O
3097,Hiking around Dhaulagiri is an unforgettable experience.,O O B-Mountain O O O O
3098,Scaling Makalu is considered a major achievement.,O B-Mountain O O O O O
3099,Hiking around Cho Oyu is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
3100,Several teams have attempted to climb K2 this season.,O O O O O O B-Mountain O O
3101,The wildlife near Aconcagua is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3102,Photographers love capturing the beauty of Mount Kilimanjaro.,O O O O O O B-Mountain O
3103,I plan to climb Manaslu next summer.,O O O O B-Mountain O O
3104,The summit of Lhotse is covered in snow all year round.,O O O B-Mountain O O O O O O O
3105,The summit of Mount Kilimanjaro is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3106,"After months of training, I’m finally ready to climb Cho Oyu.",O O O O O O O O O B-Mountain O
3107,Hiking around Mont Blanc is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
3108,I read an article about a recent expedition to Aconcagua.,O O O O O O O O O O
3109,Climbers often talk about the challenges of scaling Kangchenjunga.,O O O O O O O O O
3110,The glaciers of Mount Fuji are stunning.,O O O B-Mountain I-Mountain O O
3111,I plan to climb Mont Blanc next summer.,O O O O B-Mountain I-Mountain O O
3112,Mount Elbrus is a popular destination for adventurous travelers.,B-Mountain I-Mountain O O O O O O O
3113,There are strict environmental regulations around Mont Blanc.,O O O O O O B-Mountain O
3114,The landscape around Makalu is truly breathtaking.,O O O B-Mountain O O O
3115,Denali is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3116,The summit of Denali is covered in snow all year round.,O O O B-Mountain O O O O O O O
3117,Mount Fuji is a difficult peak to climb due to its technical demands.,B-Mountain I-Mountain O O O O O O O O O O O
3118,Mount Kilimanjaro is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
3119,Cho Oyu is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
3120,Several expeditions to Lhotse have been successful this year.,O O O B-Mountain O O O O O
3121,Lhotse has always been on my bucket list.,B-Mountain O O O O O O O
3122,Mountaineers often face severe weather conditions on Makalu.,O O O O O O O O
3123,Mount Fuji is known for its incredible views.,B-Mountain I-Mountain O O O O O O
3124,I plan to climb Mount Everest next summer.,O O O O B-Mountain I-Mountain O O
3125,The ascent of Mount Kilimanjaro is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
3126,The base camp of Mount Fuji attracts adventurers from all over the world.,O O O O B-Mountain I-Mountain O O O O O O O
3127,I hope to reach the top of Lhotse one day.,O O O O O O O B-Mountain O O
3128,Mountaineers often face severe weather conditions on K2.,O O O O O O O O
3129,The ascent of Cho Oyu is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
3130,The weather near Denali can change rapidly.,O O O B-Mountain O O O
3131,K2 is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3132,"During the summer, we will try to summit Mount Fuji.",O O O O O O O O B-Mountain O
3133,Scaling Makalu is considered a major achievement.,O B-Mountain O O O O O
3134,The base camp of Annapurna attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3135,"During the summer, we will try to summit Kangchenjunga.",O O O O O O O O O
3136,K2 stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3137,The summit of Annapurna is covered in snow all year round.,O O O B-Mountain O O O O O O O
3138,Several expeditions to Mount Fuji have been successful this year.,O O O B-Mountain I-Mountain O O O O O
3139,We are preparing for a climb to Denali.,O O O O O O O O
3140,Mount Kilimanjaro is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3141,K2 is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3142,We visited the base camp of Mount Elbrus.,O O O O O O B-Mountain O
3143,Several teams have attempted to climb Kangchenjunga this season.,O O O O O O B-Mountain O O
3144,Lhotse is the highest mountain in its region.,B-Mountain O O O O O O O
3145,Have you ever been to Annapurna?,O O O O O O
3146,I plan to climb Manaslu next summer.,O O O O B-Mountain O O
3147,Do you know the history of expeditions to Manaslu?,O O O O O O O O O
3148,Climbers usually spend weeks acclimatizing before attempting Lhotse.,O O O O O O O O
3149,I plan to climb Mount Elbrus next summer.,O O O O B-Mountain I-Mountain O O
3150,Kangchenjunga is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3151,The landscape around Mount Elbrus is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3152,Dhaulagiri is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
3153,The view from the top of Denali is breathtaking.,O O O O O O B-Mountain O O
3154,"In the winter, climbing Lhotse becomes even more challenging.",O O O O B-Mountain O O O O
3155,Do you know the history of expeditions to Mount Elbrus?,O O O O O O O O B-Mountain O
3156,"After months of training, I’m finally ready to climb Mount Everest.",O O O O O O O O O B-Mountain O
3157,"During the summer, we will try to summit Manaslu.",O O O O O O O O O
3158,Many climbers train for years to attempt Mont Blanc.,O O O O O O O B-Mountain O
3159,There are multiple routes to the summit of Cho Oyu.,O O O O O O O O B-Mountain O
3160,The altitude of Mount Kilimanjaro poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
3161,Mount Fuji is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3162,Climbers often talk about the challenges of scaling Aconcagua.,O O O O O O O O O
3163,Kangchenjunga is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
3164,The ascent of Kangchenjunga is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3165,Denali is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3166,Mountaineers often face severe weather conditions on Annapurna.,O O O O O O O O
3167,"During the summer, we will try to summit Mount Everest.",O O O O O O O O B-Mountain O
3168,"In the winter, climbing Cho Oyu becomes even more challenging.",O O O O B-Mountain I-Mountain O O O O
3169,Several expeditions to Denali have been successful this year.,O O O B-Mountain O O O O O
3170,Reaching the summit of Annapurna is a dream for many climbers.,O O O O B-Mountain O O O O O O
3171,Cho Oyu is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
3172,The weather near Mount Fuji can change rapidly.,O O O B-Mountain I-Mountain O O O
3173,The summit of Makalu is covered in snow all year round.,O O O B-Mountain O O O O O O O
3174,Aconcagua stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3175,The local guides know the best routes to summit K2.,O O O O O O O O O O
3176,Dhaulagiri is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3177,The wildlife near K2 is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3178,Mont Blanc has always been on my bucket list.,B-Mountain I-Mountain O O O O O O O
3179,"After months of training, I’m finally ready to climb Manaslu.",O O O O O O O O O O
3180,There are strict environmental regulations around K2.,O O O O O O O
3181,Photographers love capturing the beauty of Mont Blanc.,O O O O O O B-Mountain O
3182,Climbers usually spend weeks acclimatizing before attempting Mount Kilimanjaro.,O O O O O O O B-Mountain O
3183,The ascent of K2 is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3184,The local guides know the best routes to summit Mount Fuji.,O O O O O O O O O B-Mountain O
3185,Climbers often talk about the challenges of scaling Mont Blanc.,O O O O O O O O B-Mountain O
3186,There are strict environmental regulations around Mount Elbrus.,O O O O O O B-Mountain O
3187,Reaching the summit of Manaslu is a dream for many climbers.,O O O O B-Mountain O O O O O O
3188,Mountaineers often face severe weather conditions on Dhaulagiri.,O O O O O O O O
3189,"During the summer, we will try to summit Mount Everest.",O O O O O O O O B-Mountain O
3190,The base camp of Mont Blanc attracts adventurers from all over the world.,O O O O B-Mountain I-Mountain O O O O O O O
3191,The weather near Mount Fuji can change rapidly.,O O O B-Mountain I-Mountain O O O
3192,Cho Oyu is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
3193,Mount Everest is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
3194,The locals have a rich history of guiding climbers to the top of Mount Fuji.,O O O O O O O O O O O O O B-Mountain O
3195,I hope to reach the top of Annapurna one day.,O O O O O O O B-Mountain O O
3196,Photographers love capturing the beauty of Annapurna.,O O O O O O O
3197,Mont Blanc offers stunning panoramic views from its summit.,B-Mountain I-Mountain O O O O O O O
3198,I read an article about a recent expedition to Dhaulagiri.,O O O O O O O O O O
3199,Mountaineers often face severe weather conditions on Aconcagua.,O O O O O O O O
3200,Mountaineers often face severe weather conditions on Mount Kilimanjaro.,O O O O O O O B-Mountain O
3201,Hiking around Mont Blanc is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
3202,Many climbers train for years to attempt Manaslu.,O O O O O O O O
3203,K2 is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3204,The summit of Cho Oyu is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3205,I read an article about a recent expedition to Mount Fuji.,O O O O O O O O O B-Mountain O
3206,The landscape around Mont Blanc is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3207,There are strict environmental regulations around Lhotse.,O O O O O O O
3208,The summit of Manaslu is covered in snow all year round.,O O O B-Mountain O O O O O O O
3209,Many climbers train for years to attempt Mount Fuji.,O O O O O O O B-Mountain O
3210,The view from the top of Mont Blanc is breathtaking.,O O O O O O B-Mountain I-Mountain O O
3211,Climbers often talk about the challenges of scaling Cho Oyu.,O O O O O O O O B-Mountain O
3212,The altitude of Annapurna poses a significant challenge.,O O O B-Mountain O O O O
3213,There are multiple routes to the summit of Mont Blanc.,O O O O O O O O B-Mountain O
3214,Mountaineers often face severe weather conditions on Mount Fuji.,O O O O O O O B-Mountain O
3215,Have you ever been to Mount Fuji?,O O O O O B-Mountain O
3216,Mount Fuji is a popular destination for adventurous travelers.,B-Mountain I-Mountain O O O O O O O
3217,Do you know the history of expeditions to Lhotse?,O O O O O O O O O
3218,Lhotse is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3219,There are multiple routes to the summit of Annapurna.,O O O O O O O O O
3220,Denali is known for its incredible views.,B-Mountain O O O O O O
3221,I met a group who had just returned from their climb of Aconcagua.,O O O O O O O O O O O O O
3222,The wildlife near Mount Everest is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3223,Standing on top of K2 feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
3224,The altitude of Aconcagua poses a significant challenge.,O O O B-Mountain O O O O
3225,The ascent of Aconcagua is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3226,Lhotse is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3227,I plan to climb Annapurna next summer.,O O O O B-Mountain O O
3228,Dhaulagiri is the highest mountain in its region.,B-Mountain O O O O O O O
3229,Cho Oyu is located in a remote area with harsh conditions.,B-Mountain I-Mountain O O O O O O O O O
3230,Many mountaineers attempt to conquer Mount Fuji every year.,O O O O O B-Mountain I-Mountain O O
3231,The ascent of Kangchenjunga is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3232,Dhaulagiri offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
3233,The summit of Dhaulagiri is covered in snow all year round.,O O O B-Mountain O O O O O O O
3234,The view from the top of Mount Elbrus is breathtaking.,O O O O O O B-Mountain I-Mountain O O
3235,Makalu has always been on my bucket list.,B-Mountain O O O O O O O
3236,Several teams have attempted to climb Annapurna this season.,O O O O O O B-Mountain O O
3237,I read an article about a recent expedition to Cho Oyu.,O O O O O O O O O B-Mountain O
3238,Cho Oyu is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
3239,Several expeditions to Makalu have been successful this year.,O O O B-Mountain O O O O O
3240,Scaling Manaslu is considered a major achievement.,O B-Mountain O O O O O
3241,The summit of Aconcagua is covered in snow all year round.,O O O B-Mountain O O O O O O O
3242,The wildlife near Mont Blanc is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3243,We visited the base camp of Cho Oyu.,O O O O O O B-Mountain O
3244,Climbers usually spend weeks acclimatizing before attempting Annapurna.,O O O O O O O O
3245,Denali is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3246,"After months of training, I’m finally ready to climb Cho Oyu.",O O O O O O O O O B-Mountain O
3247,Hiking around Dhaulagiri is an unforgettable experience.,O O B-Mountain O O O O
3248,The wildlife near Denali is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3249,Kangchenjunga is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3250,Hiking around Mount Fuji is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
3251,Scaling Denali is considered a major achievement.,O B-Mountain O O O O O
3252,Makalu is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3253,The altitude of Aconcagua poses a significant challenge.,O O O B-Mountain O O O O
3254,The locals have a rich history of guiding climbers to the top of Dhaulagiri.,O O O O O O O O O O O O O O
3255,K2 is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3256,Several expeditions to Denali have been successful this year.,O O O B-Mountain O O O O O
3257,Standing on top of Cho Oyu feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3258,The view from the top of Cho Oyu is breathtaking.,O O O O O O B-Mountain I-Mountain O O
